loan_amount,term,int_rate,installment,applicant,loan_length,home_ownership,annual_income,state
16000,"36 months",8.8100,99.9999,"warehouse driver assitant","2 years",OWN,42000,FL
10000,"36 months",6.4600,99.9999,Cashier,"4 years",MORTGAGE,50000,AZ
20000,"36 months",6.4600,99.9999,"""","< 1 year",MORTGAGE,100000,CA
9550,"36 months",9.9999,99.9999,"Medical Entomologist","2 years",MORTGAGE,75000,FL
16000,"60 months",9.9999,99.9999,"""","< 1 year",RENT,165000,NY
24000,"60 months",9.9999,99.9999,Analyst,"10+ years",MORTGAGE,74736,CA
5000,"36 months",6.4600,99.9999,"""",n/a,MORTGAGE,51600,CO
12100,"36 months",9.9999,99.9999,"""",n/a,OWN,47000,DE
15000,"60 months",8.1900,99.9999,"Reconciliation Coordinator","1 year",MORTGAGE,32240,OK
6000,"36 months",9.9999,99.9999,Supervisor,"6 years",RENT,60000,CA
15000,"36 months",9.9999,99.9999,"Radiology tech","4 years",MORTGAGE,80000,AR
12000,"60 months",9.9999,99.9999,"Police Detective","10+ years",OWN,60000,NC
9500,"36 months",5.0000,99.9999,"Campus Security","3 years",RENT,30000,IL
23350,"36 months",9.9999,99.9999,"Certified Registered Nurse Ane","10+ years",MORTGAGE,230000,GA
35000,"36 months",9.9999,99.9999,"Security Officer","10+ years",MORTGAGE,65000,CT
10000,"36 months",9.9999,99.9999,"Executive Director","8 years",MORTGAGE,52000,NE
16000,"36 months",6.4600,99.9999,"Project manager","8 years",MORTGAGE,106000,FL
40000,"36 months",9.9999,99.9999,"Reliability Manger","4 years",MORTGAGE,128000,MA
10000,"36 months",6.4600,99.9999,"Executive Chauffeur","6 years",RENT,45000,NY
25000,"36 months",9.9999,99.9999,Copywriter,"3 years",RENT,80000,NY
14000,"36 months",9.9999,99.9999,"Fitness Instructor","6 years",OWN,110000,NY
18100,"60 months",9.9999,99.9999,"Credentialing Specialist","8 years",MORTGAGE,40000,FL
8000,"36 months",7.5600,99.9999,Manager,"5 years",RENT,62000,NJ
25000,"36 months",8.8100,99.9999,"Office Manager","10+ years",MORTGAGE,55000,TX
10000,"36 months",8.8100,99.9999,Detective,"6 years",RENT,62000,KY
16000,"36 months",6.4600,99.9999,Owner,"3 years",RENT,80000,MA
8000,"36 months",5.0000,99.9999,"Registered Nurse","6 years",OWN,72000,PA
10000,"60 months",9.9999,99.9999,"Workforce Analyst 2","10+ years",MORTGAGE,48000,NC
10800,"60 months",9.9999,99.9999,"Leasing Consultant","1 year",RENT,50000,MN
36000,"60 months",9.9999,99.9999,Labor,"10+ years",RENT,80000,OH
8950,"36 months",9.9999,99.9999,"Office Manager","1 year",MORTGAGE,45000,PA
8000,"36 months",9.9999,99.9999,Installer,"2 years",OWN,39000,MD
30000,"36 months",9.9999,99.9999,"Dep Construction&Facilities Mg","5 years",MORTGAGE,111121,VA
15000,"36 months",8.8100,99.9999,Extrusion,"10+ years",MORTGAGE,65000,AR
18000,"36 months",9.9999,99.9999,"Plumbing/Sales Manager","10+ years",MORTGAGE,78000,TX
30000,"60 months",9.9999,99.9999,"Registered Nurse","10+ years",MORTGAGE,95000,AZ
12000,"36 months",8.8100,99.9999,Designer,"7 years",MORTGAGE,47000,FL
36000,"60 months",9.9999,99.9999,"DE Program Manager","10+ years",MORTGAGE,113814,OR
7000,"36 months",7.5600,99.9999,"HR Coordinator","10+ years",RENT,63336,CA
10000,"36 months",9.9999,99.9999,"GENERAL FORMAN","1 year",RENT,65000,MD
22000,"60 months",8.8100,99.9999,"Associate Manager","5 years",MORTGAGE,100000,TX
36000,"60 months",9.9999,99.9999,Teacher,"10+ years",MORTGAGE,82584,MD
38100,"36 months",9.9999,99.9999,"Correctional officer","10+ years",MORTGAGE,120000,CA
36000,"60 months",9.9999,99.9999,"Escrow Officer","10+ years",MORTGAGE,90000,UT
4800,"36 months",7.5600,99.9999,"Ops mgr","2 years",OWN,96000,TX
20325,"60 months",9.9999,99.9999,"Enrollments Director","6 years",MORTGAGE,50000,AZ
12000,"36 months",5.0000,99.9999,"Armed service tech","10+ years",MORTGAGE,62500,FL
6000,"36 months",9.9999,99.9999,"""","< 1 year",MORTGAGE,72000,CA
10000,"60 months",8.1900,99.9999,"Professional Engineer","10+ years",MORTGAGE,93500,FL
22000,"36 months",6.4600,99.9999,"Medical Secretary","1 year",OWN,44000,CA
10000,"60 months",9.9999,99.9999,LPN,"< 1 year",RENT,38000,IN
20000,"36 months",9.9999,99.9999,No,"3 years",RENT,65000,NY
6500,"36 months",8.1900,99.9999,"""",n/a,MORTGAGE,32000,FL
35000,"36 months",5.0000,99.9999,"BI Developer","10+ years",MORTGAGE,150000,GA
1800,"36 months",9.9999,61.9400,"Project Mgr","10+ years",RENT,70000,AL
28000,"60 months",9.9999,99.9999,Novice,"1 year",RENT,45000,NJ
16000,"60 months",9.9999,99.9999,Teacher,"10+ years",OWN,90000,TN
7200,"36 months",9.9999,99.9999,"Sr. Photographer","3 years",OWN,79000,VT
20000,"36 months",5.0000,99.9999,Teacher,"10+ years",MORTGAGE,60000,TX
16000,"36 months",8.1900,99.9999,"""","< 1 year",MORTGAGE,50000,GA
7200,"36 months",9.9999,99.9999,"Aircraft Mechanic","6 years",MORTGAGE,90000,TX
12000,"36 months",9.9999,99.9999,"Financial Consultant","1 year",RENT,150000,IL
15000,"36 months",9.9999,99.9999,"Assistant manager","1 year",OWN,40000,MO
2500,"36 months",9.9999,84.2200,"Environmental services supervi","2 years",RENT,25000,FL
8000,"36 months",9.9999,99.9999,Fabricator,"1 year",RENT,50000,VA
6000,"36 months",9.9999,99.9999,"""","< 1 year",RENT,120000,GA
35000,"36 months",8.8100,99.9999,"Oral surgeon","5 years",RENT,520000,NY
14050,"60 months",9.9999,99.9999,"Lead Tech","10+ years",MORTGAGE,130000,GA
16000,"36 months",5.0000,99.9999,"Pharmacy Buyer","10+ years",MORTGAGE,130000,IL
9500,"36 months",6.4600,99.9999,"Category Buyer","5 years",RENT,72000,IL
9000,"36 months",8.1900,99.9999,COS,"2 years",RENT,108000,OH
7000,"36 months",5.0000,99.9999,IT,"5 years",MORTGAGE,90000,FL
7200,"36 months",9.9999,99.9999,"Finishing Saw Operator","5 years",RENT,50000,TN
10000,"60 months",9.9999,99.9999,"Route Salesman","10+ years",MORTGAGE,56000,AL
16800,"60 months",9.9999,99.9999,Attorney,"2 years",MORTGAGE,68000,NJ
15000,"60 months",9.9999,99.9999,"tool technician","10+ years",MORTGAGE,70000,CT
21600,"60 months",9.9999,99.9999,"Director of FInance","9 years",MORTGAGE,150000,NY
10000,"36 months",8.8100,99.9999,"Floor Manager","1 year",RENT,45760,OR
15000,"36 months",9.9999,99.9999,Corrections,"8 years",MORTGAGE,80000,MA
15000,"36 months",7.5600,99.9999,Welder,"10+ years",RENT,91000,PA
7000,"36 months",9.9999,99.9999,"Accounts Payable Specialist","10+ years",RENT,50000,MI
13000,"60 months",9.9999,99.9999,"Financial Analyst","3 years",RENT,58000,TN
33000,"60 months",9.9999,99.9999,Driver,"10+ years",MORTGAGE,110000,MS
20000,"60 months",9.9999,99.9999,cst,"10+ years",MORTGAGE,130000,KY
20000,"36 months",9.9999,99.9999,"""",n/a,RENT,30000,CA
11000,"36 months",9.9999,99.9999,"""","< 1 year",RENT,80000,CA
19000,"36 months",7.5600,99.9999,"Vice President/Senior Business","10+ years",MORTGAGE,115000,TX
25000,"60 months",9.9999,99.9999,"National Organizer","10+ years",OWN,99170,TX
16000,"36 months",9.9999,99.9999,"customer service representativ","< 1 year",MORTGAGE,43900,PA
39000,"60 months",9.9999,99.9999,"Subcontracts Manager","7 years",MORTGAGE,132000,VA
23000,"60 months",9.9999,99.9999,"Supervisory Legal Administrati","4 years",MORTGAGE,106452,TN
5000,"36 months",5.0000,99.9999,Auditor,"< 1 year",MORTGAGE,118600,TX
10000,"36 months",9.9999,99.9999,"Claims Analyst","4 years",RENT,29150,GA
28000,"36 months",9.9999,99.9999,Sales,"8 years",MORTGAGE,215000,PA
16000,"36 months",9.9999,99.9999,"teacher/department head","10+ years",OWN,60000,NC
6000,"36 months",9.9999,99.9999,Biologist,"10+ years",MORTGAGE,120000,GA
10000,"36 months",9.9999,99.9999,Supervisor,"10+ years",MORTGAGE,69200,FL
10000,"36 months",8.1900,99.9999,"""",n/a,MORTGAGE,52000,FL
10000,"36 months",9.9999,99.9999,"Conversion Operations","10+ years",MORTGAGE,96000,PA
10000,"36 months",6.4600,99.9999,Paralegal,"< 1 year",RENT,36000,CA
25000,"60 months",9.9999,99.9999,"Sheet Metal Worker","5 years",RENT,75000,IL
5000,"36 months",9.9999,99.9999,"Shop manager","10+ years",RENT,150000,NY
7150,"36 months",9.9999,99.9999,"Program Director","5 years",RENT,70130,PA
18000,"60 months",9.9999,99.9999,"IT Systems Administrator","7 years",MORTGAGE,70000,RI
11000,"60 months",9.9999,99.9999,"PM Runner","10+ years",RENT,32000,AL
7000,"36 months",9.9999,99.9999,"""",n/a,MORTGAGE,56000,NJ
10000,"36 months",9.9999,99.9999,"Special Education Teacher","4 years",MORTGAGE,53000,IL
20000,"36 months",9.9999,99.9999,Controller,"1 year",MORTGAGE,75000,TX
10000,"36 months",9.9999,99.9999,Waitress,"9 years",MORTGAGE,130000,CO
28000,"36 months",9.9999,99.9999,"Lead Diagnostic Technologist","10+ years",MORTGAGE,86018,FL
4000,"36 months",9.9999,99.9999,Sales,"10+ years",MORTGAGE,54000,VA
3000,"36 months",9.9999,97.8200,"Manager of Patient Engagement","10+ years",MORTGAGE,84999,SC
6000,"36 months",8.1900,99.9999,"""","< 1 year",RENT,50000,MI
5000,"36 months",9.9999,99.9999,"Project Manager","10+ years",RENT,122000,NH
10000,"36 months",9.9999,99.9999,manager,"4 years",RENT,42120,NY
25000,"36 months",7.5600,99.9999,"Store manager","10+ years",MORTGAGE,86000,RI
1400,"36 months",9.9999,54.4900,"County CASSP Caseworker","8 years",RENT,36000,PA
12000,"60 months",9.9999,99.9999,"Scheduling Manager","4 years",MORTGAGE,45000,MO
10000,"60 months",9.9999,99.9999,"SENIOR BUSINESS LEADER","9 years",MORTGAGE,230000,CT
20000,"60 months",9.9999,99.9999,Officer,"10+ years",MORTGAGE,45000,IN
25000,"60 months",8.1900,99.9999,"Operations manager","10+ years",MORTGAGE,350000,WA
1000,"36 months",9.9999,37.6200,"""",n/a,RENT,12732,FL
15000,"36 months",8.8100,99.9999,Administrator,"< 1 year",MORTGAGE,75000,WI
10000,"36 months",9.9999,99.9999,"""",n/a,MORTGAGE,250000,NY
4750,"36 months",9.9999,99.9999,"Solution Architect","1 year",MORTGAGE,210000,IN
7600,"36 months",9.9999,99.9999,baker,"10+ years",MORTGAGE,40000,MA
12000,"36 months",8.8100,99.9999,"""","10+ years",OWN,44000,FL
25000,"60 months",9.9999,99.9999,"Accountant II","10+ years",RENT,81625,AZ
35000,"36 months",9.9999,99.9999,"Line haul truck driver","1 year",RENT,100000,IL
12500,"60 months",8.1900,99.9999,"""",n/a,MORTGAGE,40000,AL
8500,"36 months",9.9999,99.9999,"fork lift operator","4 years",MORTGAGE,30000,GA
28800,"36 months",5.0000,99.9999,Assembler,"10+ years",MORTGAGE,135000,OK
8400,"36 months",9.9999,99.9999,"Sales Area Supervisor","2 years",OWN,28500,PA
3000,"36 months",5.0000,92.6600,"ON SITE SUPERVISOR","9 years",MORTGAGE,76000,MN
18000,"36 months",8.8100,99.9999,"Hotel Manager","10+ years",RENT,78250,HI
25000,"60 months",9.9999,99.9999,Planner,"1 year",MORTGAGE,200000,TX
20400,"60 months",9.9999,99.9999,"Database Administrator","10+ years",MORTGAGE,100000,NJ
20000,"60 months",9.9999,99.9999,"night porter","4 years",RENT,50000,NY
16000,"60 months",9.9999,99.9999,"Phone Tech","4 years",MORTGAGE,44000,OK
7200,"36 months",8.8100,99.9999,"""","< 1 year",OWN,100000,CA
30000,"36 months",7.5600,99.9999,"Sr. Systems Specialist","6 years",RENT,83000,CA
4000,"36 months",9.9999,99.9999,teacher,"10+ years",MORTGAGE,42448,AZ
20000,"60 months",9.9999,99.9999,Director,"10+ years",MORTGAGE,150000,NC
5600,"36 months",9.9999,99.9999,"Computer Analyst","1 year",RENT,64480,TX
30000,"60 months",8.1900,99.9999,mechanic,"4 years",MORTGAGE,147000,IL
23500,"36 months",6.4600,99.9999,"Senior General Manager","10+ years",MORTGAGE,125000,MO
31200,"60 months",8.1900,99.9999,CEO,"2 years",MORTGAGE,50000,ME
2500,"36 months",9.9999,84.9200,Supervisor,"10+ years",MORTGAGE,92000,VA
29250,"36 months",9.9999,99.9999,"""",n/a,MORTGAGE,7896,OR
20000,"60 months",9.9999,99.9999,Soldier,"10+ years",MORTGAGE,97400,AL
12000,"36 months",7.5600,99.9999,Electrician,"10+ years",RENT,90000,CA
24000,"60 months",9.9999,99.9999,"Case Coordinator","10+ years",RENT,74000,VA
15000,"60 months",9.9999,99.9999,Hostess,"10+ years",MORTGAGE,45000,NV
10000,"36 months",8.8100,99.9999,Automotive,"6 years",MORTGAGE,40000,MI
31000,"60 months",8.1900,99.9999,SH,"10+ years",RENT,70000,CA
5000,"36 months",9.9999,99.9999,"Lead Medical Support Assistant","10+ years",RENT,55000,FL
25000,"60 months",9.9999,99.9999,manager,"10+ years",RENT,94000,NY
25000,"60 months",9.9999,99.9999,"TRACTOR TRAILER DRIVER","10+ years",MORTGAGE,95000,VA
8000,"36 months",9.9999,99.9999,Driver,"10+ years",MORTGAGE,55000,IN
6500,"36 months",9.9999,99.9999,MSA,"2 years",MORTGAGE,36000,GA
12500,"60 months",8.1900,99.9999,"RADIOLOGIC TECHNOLOGIST","10+ years",MORTGAGE,95000,OH
4800,"36 months",9.9999,99.9999,"""","< 1 year",RENT,72000,PA
9600,"36 months",8.8100,99.9999,Supervisor,"2 years",RENT,65000,OH
12000,"36 months",9.9999,99.9999,"Clinical Professor","9 years",RENT,35000,TX
16000,"36 months",6.4600,99.9999,CRNA,"2 years",OWN,180000,IN
10000,"36 months",8.8100,99.9999,"""",n/a,MORTGAGE,32000,WA
30000,"36 months",9.9999,99.9999,Manager,"10+ years",MORTGAGE,140000,VA
20000,"36 months",9.9999,99.9999,kitchen,"< 1 year",OWN,69008,NJ
4000,"36 months",9.9999,99.9999,"Customer Service","2 years",RENT,36000,GA
10000,"36 months",8.1900,99.9999,Manager,"10+ years",RENT,65000,CA
10000,"60 months",9.9999,99.9999,Foreman,"3 years",RENT,62000,NC
8000,"36 months",9.9999,99.9999,PSR,"10+ years",MORTGAGE,30000,IN
40000,"60 months",9.9999,99.9999,"General Manager","2 years",MORTGAGE,95000,NY
8000,"36 months",9.9999,99.9999,"""",n/a,RENT,10320,FL
32000,"60 months",9.9999,99.9999,"Project Manager","2 years",RENT,85000,FL
10000,"36 months",8.8100,99.9999,"Sales Supervisor","4 years",MORTGAGE,65000,AZ
10200,"60 months",9.9999,99.9999,"""","< 1 year",RENT,53000,CA
5000,"36 months",6.4600,99.9999,Teacher,"5 years",MORTGAGE,45000,FL
10000,"36 months",9.9999,99.9999,"Pressman Foreman","8 years",MORTGAGE,75000,NY
40000,"60 months",9.9999,99.9999,driver,"1 year",RENT,100000,PA
11250,"36 months",9.9999,99.9999,"""",n/a,RENT,81000,IL
25000,"60 months",9.9999,99.9999,"President / GM","10+ years",RENT,98000,CA
10000,"36 months",9.9999,99.9999,"""",n/a,MORTGAGE,45000,FL
20000,"36 months",9.9999,99.9999,Analyst,"10+ years",MORTGAGE,90404,MI
10000,"36 months",9.9999,99.9999,"Co-Executive Producer","< 1 year",RENT,250000,CA
2750,"36 months",9.9999,95.3600,"Director of Corporate Branch S","10+ years",MORTGAGE,80000,AR
20000,"60 months",9.9999,99.9999,"""",n/a,MORTGAGE,72000,WY
7000,"36 months",9.9999,99.9999,"Program Director","3 years",RENT,47000,FL
11000,"60 months",9.9999,99.9999,"xray tech","< 1 year",RENT,55000,KS
19000,"36 months",9.9999,99.9999,"Driver/ service tech","10+ years",MORTGAGE,80000,TX
10000,"36 months",7.5600,99.9999,"""",n/a,RENT,35000,NC
16000,"36 months",6.4600,99.9999,Nurse,"3 years",MORTGAGE,88000,TX
11500,"36 months",9.9999,99.9999,"Workstation Support Specialist","10+ years",MORTGAGE,49980,TN
15000,"36 months",7.5600,99.9999,"""",n/a,OWN,40000,AZ
6000,"36 months",9.9999,99.9999,"service tech","5 years",MORTGAGE,60000,NY
5000,"36 months",9.9999,99.9999,"""","1 year",MORTGAGE,40000,ID
20000,"36 months",9.9999,99.9999,Forman,"4 years",MORTGAGE,62000,CA
24000,"60 months",9.9999,99.9999,technician,"10+ years",MORTGAGE,75000,CA
18000,"36 months",9.9999,99.9999,"Registered nurse","5 years",MORTGAGE,70000,NC
15000,"60 months",9.9999,99.9999,"Assistant Surveyor","4 years",RENT,85000,CA
9800,"36 months",8.1900,99.9999,"System Administrator","4 years",OWN,105000,TX
30000,"60 months",9.9999,99.9999,"Q.A. specialist IV","10+ years",RENT,55000,CA
11000,"36 months",7.5600,99.9999,"RN Manager - Clinical Research","10+ years",MORTGAGE,111000,TN
7000,"36 months",8.1900,99.9999,"Mortgage Consultant","< 1 year",RENT,65000,PA
12000,"36 months",5.0000,99.9999,"""",n/a,MORTGAGE,150000,GA
12000,"36 months",8.8100,99.9999,Receptionist,"< 1 year",RENT,20800,VA
30000,"36 months",8.8100,99.9999,"Project Manager","2 years",RENT,72000,CA
24000,"60 months",9.9999,99.9999,"""",n/a,OWN,45000,FL
2500,"36 months",9.9999,81.5200,"""",n/a,MORTGAGE,38000,OH
16000,"60 months",9.9999,99.9999,Controller,"4 years",MORTGAGE,135000,MA
28000,"60 months",9.9999,99.9999,"Facility Supervisor","10+ years",MORTGAGE,90000,TX
20000,"60 months",9.9999,99.9999,"Lead Legal Assistant","3 years",MORTGAGE,75000,TN
14000,"36 months",9.9999,99.9999,"Office Manager","< 1 year",RENT,75000,NY
20000,"36 months",9.9999,99.9999,"""","< 1 year",MORTGAGE,80000,MA
30000,"36 months",9.9999,99.9999,"VP Safety and Maintenance","10+ years",RENT,110000,ID
16000,"60 months",9.9999,99.9999,Caretaker,"1 year",OWN,22000,WI
12000,"60 months",9.9999,99.9999,"Technical Manager","6 years",MORTGAGE,98000,AZ
5000,"36 months",8.8100,99.9999,"Sr. Admin. Clerk","10+ years",RENT,60000,CA
8000,"36 months",9.9999,99.9999,"Staff Accountant","6 years",RENT,53900,FL
15000,"60 months",9.9999,99.9999,Controller,"8 years",MORTGAGE,100000,CO
14000,"36 months",9.9999,99.9999,"Product Manager","< 1 year",RENT,95000,NY
24000,"60 months",9.9999,99.9999,PRINCIPAL,"4 years",MORTGAGE,125000,NJ
34000,"60 months",9.9999,99.9999,"Shop foreman","10+ years",RENT,110000,CA
12800,"60 months",9.9999,99.9999,Teacher,"6 years",MORTGAGE,36000,TN
5000,"36 months",8.1900,99.9999,caotain,"2 years",RENT,90000,FL
12000,"60 months",9.9999,99.9999,"Financial Advisor","4 years",MORTGAGE,112000,GA
6000,"36 months",9.9999,99.9999,"Shift Supervisor","10+ years",MORTGAGE,98000,NY
2700,"36 months",9.9999,97.5800,"Team leader","4 years",MORTGAGE,75000,CO
5000,"36 months",9.9999,99.9999,"Direct sales","< 1 year",MORTGAGE,37500,MD
6650,"36 months",9.9999,99.9999,"HVAC Service Technician","4 years",RENT,47270,CA
5000,"36 months",9.9999,99.9999,"Maintenance Tech","10+ years",MORTGAGE,54000,TX
16000,"36 months",8.1900,99.9999,"Process engineer","5 years",RENT,65000,NJ
30000,"60 months",9.9999,99.9999,"""",n/a,OWN,44000,TX
32000,"60 months",9.9999,99.9999,engineer,"8 years",MORTGAGE,120000,CA
16000,"36 months",6.4600,99.9999,Director,"8 years",MORTGAGE,160000,NJ
20000,"60 months",9.9999,99.9999,GTA,"10+ years",MORTGAGE,65000,TX
15000,"36 months",9.9999,99.9999,"Development specialist","2 years",RENT,60000,NY
5000,"36 months",7.5600,99.9999,"General maintenance I","2 years",MORTGAGE,30000,FL
13000,"60 months",9.9999,99.9999,"Vice President","2 years",MORTGAGE,100000,TX
20000,"36 months",9.9999,99.9999,"Operations Manager","2 years",OWN,55000,TX
20000,"60 months",9.9999,99.9999,gm,"10+ years",MORTGAGE,105000,TX
12000,"60 months",9.9999,99.9999,"Heath care personal","3 years",MORTGAGE,85000,WV
16000,"36 months",9.9999,99.9999,"""",n/a,OWN,40000,TX
16000,"36 months",9.9999,99.9999,"Industrial Hygiene Specialist","5 years",MORTGAGE,89000,TX
1550,"36 months",9.9999,53.3300,"""",n/a,OWN,12101,SC
20000,"60 months",9.9999,99.9999,"TIMBER SALES ADMINISTRATOR","10+ years",OWN,48000,FL
25000,"60 months",9.9999,99.9999,"Maintenance Mechanic III","5 years",RENT,80000,NJ
40000,"36 months",9.9999,99.9999,"Police officer","10+ years",MORTGAGE,100000,IL
14400,"36 months",9.9999,99.9999,"Director of Instructional Desi","< 1 year",MORTGAGE,140000,UT
31200,"60 months",9.9999,99.9999,"Senior Pastor","10+ years",MORTGAGE,100800,TX
20000,"36 months",9.9999,99.9999,"""","< 1 year",RENT,160000,CA
32000,"60 months",9.9999,99.9999,Sale/Service,"10+ years",RENT,65000,MO
30000,"36 months",9.9999,99.9999,"Operations Expert","10+ years",MORTGAGE,265000,NY
12000,"36 months",8.1900,99.9999,TEACHER,"7 years",MORTGAGE,60000,NJ
10000,"60 months",9.9999,99.9999,Server,"2 years",RENT,60000,MA
14000,"60 months",9.9999,99.9999,"Project Manager","6 years",MORTGAGE,102000,LA
10500,"36 months",9.9999,99.9999,Underwriter,"5 years",RENT,64728,WA
34000,"60 months",9.9999,99.9999,"Program manager","3 years",MORTGAGE,110000,WA
10000,"36 months",9.9999,99.9999,"Sample Management Generalist/ ","3 years",RENT,47500,IN
34000,"36 months",9.9999,99.9999,"Sales Manager","7 years",MORTGAGE,125000,TX
19600,"60 months",9.9999,99.9999,"Customer service","10+ years",RENT,39000,FL
1500,"36 months",9.9999,50.5300,"International engineering tech","8 years",RENT,55000,NV
10000,"60 months",9.9999,99.9999,"SALES MANAGER","1 year",MORTGAGE,110000,NC
8000,"36 months",6.4600,99.9999,"patient service coordinator","8 years",OWN,40000,OK
40000,"60 months",9.9999,99.9999,"Home health Aide","7 years",MORTGAGE,55000,NY
18000,"36 months",9.9999,99.9999,"Director of Intake/UR Departme","10+ years",RENT,60320,KY
25000,"60 months",9.9999,99.9999,Lpn,"2 years",MORTGAGE,39000,MN
3025,"36 months",9.9999,99.9999,Server,"2 years",RENT,46000,GA
1000,"36 months",9.9999,35.2300,"Administrative Assistant","10+ years",RENT,45760,OR
10000,"36 months",9.9999,99.9999,"Assistant Manager","4 years",RENT,31200,MT
12000,"60 months",9.9999,99.9999,"Route Supervisor","< 1 year",MORTGAGE,72000,OR
34950,"60 months",9.9999,99.9999,"IT Tech","4 years",MORTGAGE,32000,NC
15000,"36 months",8.1900,99.9999,"Area Manager","2 years",RENT,55000,MN
